,13,Web Inspector and Tools,"Added the Audit tab for running tests against web content including a built-in accessibility audit, importing and exporting results, and creating custom audits.",,
,13,Web Inspector and Tools,Added the Changes sidebar in the Elements tab to track CSS changes in the Styles sidebar.,,
,13,Web Inspector and Tools,Added the Device Settings menu to override developer-related Safari settings when Web Inspector is connected to an iOS device.,,
,13,Web Inspector and Tools,Added a Security tab to the resources view of the Network tab to review certificates and TLS settings.,,
,13,Web Inspector and Tools,Increased the performance of Web Inspector for large sites.,,
,13,Web Inspector and Tools,Removed support for WebSQL.,,
,13,Web Inspector and Tools,Removed support for Legacy Safari Extensions.,,
,13,Web Inspector and Tools,Disabled -webkit-overflow-scrolling: touch on iPad. All frames and scrollable overflow areas now use accelerated one-finger scrolling without changing stacking.,,
,13,Web Inspector and Tools,Disabled frame flattening on iOS. Frames now render in the same way as a desktop browser.,,
,13,AuthenticationServices Framework,Added ASAuthorizationController to implement Sign In with Apple and to use a system-provided sign-in account picker for accounts stored in iCloud Keychain.,https://developer.apple.com/documentation/AuthenticationServices/ASAuthorizationController,
,13,AuthenticationServices Framework,Added ASWebAuthenticationSession to the SDK for macOS.,https://developer.apple.com/documentation/AuthenticationServices/ASWebAuthenticationSession,
,13,AuthenticationServices Framework,"Added support for using web browsers other than Safari to ASWebAuthenticationSession on macOS. For more information, see ASWebAuthenticationSessionWebBrowserSessionManager.","https://developer.apple.com/documentation/AuthenticationServices/ASWebAuthenticationSession 
https://developer.apple.com/documentation/AuthenticationServices/ASWebAuthenticationSessionWebBrowserSessionManager",
,13,WebKit Framework,Added API to control desktop and mobile content modes.,,
,13,JavaScriptCore Framework,Added an API for loading ES6 modules.,,
,13,LinkPresentation Framework,"Added LinkPresentation to the SDKs, enabling presentation of web links and better share sheet integration.",,
,13,Mac Catalyst,SFSafariViewController opens the URL in the user’s web browser and immediately calls safariViewControllerDidFinish(_:).,"https://developer.apple.com/documentation/SafariServices/SFSafariViewController 
https://developer.apple.com/documentation/safariservices/sfsafariviewcontrollerdelegate/1621214-safariviewcontrollerdidfinish",
