,16.4,CSS,Fixed clipping perspective calc() values to 0.,,
,16.4,CSS,Fixed font shorthand to not reject values that happen to have CSS-wide keywords as non-first identifiers in a font family name.,,
,16.4,CSS,Fixed hit testing for double-click selection on overflowing inline content.,,
,16.4,CSS,Fixed honoring the content block size minimum for a <fieldset> element with aspect-ratio applied.,,
,16.4,CSS,Fixed incorrectly positioned line break in contenteditable with tabs.,,
,16.4,CSS,Fixed invalidation for class names within :nth-child() selector lists.,,
,16.4,CSS,"Fixed omitting the normal value for line-height from the font shorthand in the specified style, not just the computed style.",,
,16.4,CSS,Fixed pseudo-elements to not be treated as ASCII case-insensitive.,,
,16.4,CSS,Fixed rejecting a selector argument for :nth-of-type or :nth-last-of-type.,,
,16.4,CSS,Fixed serialization order for contain.,,
,16.4,CSS,Fixed strings not wrapped at zero width spaces when word-break: keep-all is set.,,
,16.4,CSS,Fixed supporting <string> as an unprefixed keyframe name.,,
,16.4,CSS,Fixed the :has() pseudo-selector parsing to be unforgiving.,,
,16.4,CSS,"Fixed the font-face src descriptor format to allow only specified formats, others are a parse error.",,
,16.4,CSS,Fixed the tz component not accounting for zoom when creating a matrix3d() value.,,
,16.4,CSS,Fixed the computed value for stroke-dasharray to be in px.,,
,16.4,CSS,Fixed the effect of the writing-mode property not getting removed when the property is removed from the root element.,,
,16.4,CSS,Fixed the position of text-shadow used with text-combine-upright.,,
,16.4,CSS,Fixed the title of a style element with an invalid type to never be added to preferred stylesheet set.,,
,16.4,CSS,Fixed the transferred min/max sizes to be constrained by defined sizes for aspect ratio.,,
,16.4,CSS,"Fixed the user-agent stylesheet to align hidden elements, abbr,  acronym,  marquee, and fieldset with HTML specifications.",,
,16.4,CSS,"Fixed to always use percentages for computed values of font-stretch, never keywords.",,
,16.4,CSS,Fixed to not require whitespace between of and the selector list in :nth-child or :nth-last-child.,,
,16.4,CSS API,Added support for CSS Typed OM.,,
,16.4,CSS API,Added support for constructible and adoptable CSSStyleSheet objects.,,
,16.4,CSS API,Added support for input validation for CSSColorValues as part of CSS Typed OM.,,
,16.4,CSS API,Fixed CSS.supports returning false for custom properties.,,
,16.4,CSS API,Fixed CSS.supports whitespace handling with !important.,,
,16.4,CSS API,"Fixed forgiving selectors to not be reported as supported with CSS.supports(""selector(...)"").",,
,16.4,CSS API,Fixed getComputedStyle() to return a function list for the transform property.,,
,16.4,CSS API,Fixed linear-gradient keyword values not getting converted to their rgb() equivalents for getComputedStyle().,,
,16.4,Content Security Policy,Fixed updating the Content Security Policy when a new header is sent as part of a 304 response.,,
,16.4,Custom Elements,Added support for Declarative Shadow DOM.,,
,16.4,Custom Elements,Added support for ElementInternals.,,
,16.4,Custom Elements,Added support for form-associated custom elements.,,
,16.4,Custom Elements,Added support for Imperative Slot API.,,
,16.4,Forms,"Added a thumbnail of the selected file for <input type=""file""> on macOS.",,
,16.4,Forms,"Added support for the cancel event on <input type=""file"">.",,
,16.4,Forms,"Fixed <input type=""submit"">, <input type=""reset"">, and <input type=""button""> to honor font-size, padding, height, and work with multi-line values.",,
,16.4,Forms,"Fixed firing the change event for <input type=""file""> when a different file with the same name is selected.",,
,16.4,Forms,Fixed preventing a disabled <fieldset> element from getting focus.,,
,16.4,Forms,Fixed the :out-of-range pseudo class matching for empty input[type=number].,,
,16.4,JavaScript,Added support for RegExp lookbehind assertions.,,
,16.4,JavaScript,Added support for Array.fromAsync.,,
,16.4,JavaScript,Added support for Array#group and Array#groupToMap.,,
,16.4,JavaScript,Added support for Atomics.waitAsync .,,
,16.4,JavaScript,Added support for import.meta.resolve().,,
,16.4,JavaScript,Added support for Intl.DurationFormat.,,
,16.4,JavaScript,Added support for String#isWellFormed and String#toWellFormed.,,
,16.4,JavaScript,Added support for class static initialization blocks.,,
,16.4,JavaScript,Added support for growable SharedArrayBuffer.,,
,16.4,JavaScript,Added support for Import Maps.,,
,16.4,JavaScript,Added support for resizable ArrayBuffer.,,
,16.4,JavaScript,Added support for using Symbols in WeakMap and WeakSet.,,
,16.4,JavaScript,Fixed Array.prototype.indexOf constant-folding to account for a non-numeric index.,,
,16.4,JavaScript,Fixed Intl.NumberFormat useGrouping handling to match updated specs.,,
,16.4,JavaScript,Fixed Intl.NumberFormat ignoring maximumFractionDigits with compact notation.,,
,16.4,JavaScript,Fixed String.prototype.includes incorrectly returning false when the string is empty and the position is past end of the string.,,
,16.4,JavaScript,Fixed toLocaleLowerCase and toLocaleUpperCase to throw an exception on an empty string.,,
,16.4,HTML,Added support for lazy loading iframes.,,
,16.4,HTML,Fixed aligning the parsing of <body link vlink alink> to follow standards.,,
,16.4,HTML,Fixed <legend> to accept more display property values than display: block.,,
,16.4,Intelligent Tracking Prevention,Fixed user initiated cross-domain link navigations getting counted as Top Frame Redirects.,,
,16.4,Images,Added support for AVIF on macOS Monterey and macOS Big Sur.,,
,16.4,Images,Fixed ensuring the <picture> element works with AVIF.,,
,16.4,Images,Fixed some display issues with HDR AVIF images.,,
,16.4,Images,Fixed the accept header to correctly indicate AVIF support.,,
,16.4,Loading,Added prevention of redirects to data: or about: URLs.,,
,16.4,Lockdown Mode,Disabled binary fonts in the CSS Font Loading API.,,
,16.4,Lockdown Mode,Disabled Cache API.,,
,16.4,Lockdown Mode,Disabled CacheStorage API.,,
,16.4,Lockdown Mode,Disabled ServiceWorkers.,,
,16.4,Lockdown Mode,Disabled SVG fonts.,,
,16.4,Lockdown Mode,Disabled the WebLocks API.,,
,16.4,Lockdown Mode,Disabled WebSpeech API.,,
,16.4,Lockdown Mode,Fixed common cases of missing glyphs due to custom icon fonts.,,
,16.4,Media,Added improvements to audio quality for web video conferencing.,,
,16.4,Media,Added support for a subset of the AudioSession Web API.,,
,16.4,Media,Added support for AVCapture virtual cameras.,,
,16.4,Media,Added support for inbound rtp trackIdentifier stat field.,,
,16.4,Media,Added support for VTT-based extended audio descriptions.,,
,16.4,Media,Added support to allow a site to provide an “alternate” URL to be used during AirPlay.,,
,16.4,Media,Added video-only support for Web Codecs.,,
,16.4,Media,Fixed enumerateDevices may return filtered devices even if page is capturing.,,
,16.4,Media,Fixed MediaRecorder.stop() firing an additional dataavailable event with bytes after MediaRecorder.pause().,,
,16.4,Media,Fixed duplicate timeupdate events.,,
,16.4,Media,Fixed limiting DOMAudioSession to third-party iframes with microphone access.,,
,16.4,Media,Fixed MSE to not seek with no seekable range.,,
,16.4,Media,Fixed mute microphone capture if capture fails to start because microphone is used by a high priority application.,,
,16.4,Media,Fixed not allowing text selection to start on an HTMLMediaElement.,,
,16.4,Media,Fixed only requiring a transient user activation for Web Audio rendering.,,
,16.4,Media,Fixed screen capture to fail gracefully if the window or screen selection takes too long.,,
,16.4,Media,Fixed switching to alternate <source> element for AirPlay when necessary.,,
,16.4,Media,Fixed the local WebRTC video element pausing after bluetooth audioinput is disconnected.,,
,16.4,Media,Fixed trying to use low latency for WebRTC HEVC encoder when available.,,
,16.4,Media,Fixed unmuting a TikTok video pauses it.,,
,16.4,Media,Fixed WebVTT styles not applied with in-band tracks.,,
,16.4,Rendering,Ensured negative letter-spacing does not pull content oustisde of the inline box,,
,16.4,Rendering,Fixed <div> with border-radius not painted correctly while using jQuery’s .slideToggle().,,
,16.4,Rendering,Fixed border-radius clipping on composited layers.,,
,16.4,Rendering,Fixed box-shadow to paint correctly on inline elements.,,
,16.4,Rendering,Fixed box-shadow invalidation on inline boxes.,,
,16.4,Rendering,"Fixed calculating the width of an inline text box using simplified measuring to handle fonts with Zero Width Joiner, Zero Width Non-Joner, or Zero Width No-Break Space.",,
,16.4,Rendering,Fixed clearing floats added dynamically to previous siblings.,,
,16.4,Rendering,Fixed clipping the source image when the source rectangle is outside of the source image in canvas.,,
,16.4,Rendering,Fixed CSS keyframes names to not allow CSS wide keywords.,,
,16.4,Rendering,Fixed elements with negative margins not avoiding floats when appropriate.,,
,16.4,Rendering,Fixed floating boxes overlapping with their margin boxes.,,
,16.4,Rendering,Fixed HTMLImageElement width and height to update layout to return styled dimensions not the image attributes.,,
,16.4,Rendering,"Fixed ignoring nowrap on <td nowrap=""nowrap""> when an absolute width is specified.",,
,16.4,Rendering,Fixed incorrect clipping when a layer is present between the column and the content layer.,,
,16.4,Rendering,Fixed incorrect static position of absolute positioned elements inside relative positioned containers.,,
,16.4,Rendering,Fixed layout for fixed position elements relative to a transformed container.,,
,16.4,Rendering,Fixed layout overflow rectangle overflows interfering with the scrollbar.,,
,16.4,Rendering,Fixed negative shadow repaint issue.,,
,16.4,Rendering,Fixed preventing a focus ring from being painted for anonymous block continuations.,,
,16.4,Rendering,Fixed recalculating intrinsic widths in the old containing block chain when an object goes out of flow.,,
,16.4,Rendering,Fixed rendering extreme border-radius values.,,
,16.4,Rendering,Fixed specified hue interpolation method for hues less than 0 or greater than 360.,,
,16.4,Rendering,Fixed tab handling in right-to-left editing.,,
,16.4,Rendering,Fixed text selection on flex and grid box items.,,
,16.4,Rendering,Fixed the position and thickness of underlines to be device pixel aligned.,,
,16.4,Rendering,Fixed transforms for table sections.,,
,16.4,Rendering,Fixed transition ellipsis box from “being a display box on the line” to “being an attachment” of the line box.,,
,16.4,Rendering,Fixed unexpected overlapping selection with tab in right-to-left context.,,
,16.4,Rendering,Fixed updating table rows during simplified layout.,,
,16.4,Rendering,"Fixed: improved balancing for border, padding, and empty block content.",,
,16.4,Safari Extensions,Added MAX_NUMBER_OF_DYNAMIC_AND_SESSION_RULES property to declarativeNetRequest.,,
,16.4,Safari Extensions,Added support for :has() selector in Safari Content Blocker rules.,,
,16.4,Safari Extensions,Added support for declarativeNetRequest.setExtensionActionOptions.,,
,16.4,Safari Extensions,Added support for requestDomains to declarativeNetRequest rules.,,
,16.4,Safari Extensions,Added support for toggleReaderMode to the tabs API.,,
,16.4,Safari Extensions,"Added support for additional browser.scripting APIs including: scripting.registerContentScript, scripting.getRegisteredContentScripts, scripting.unregisterContentScripts, and scripting.updateContentScripts.",,
,16.4,Safari Extensions,Added support for modules in background service workers.,,
,16.4,Safari Extensions,Added support for SVG images as web extension icons.,,
,16.4,Safari Extensions,Added support for the modifyHeaders action type of declarativeNetRequest.,,
,16.4,Safari Extensions,Added support to allow extensions to store data in memory using the browser.storage.session API.,,
,16.4,Safari Extensions,Safari Web Extensions are now turned off upon update if the new version requests more host permissions.,,
,16.4,Safari Extensions,Extensions that request the unlimitedStorage permission no longer need to also request storage.,,
,16.4,Safari Extensions,Fixed browser.declarativeNetRequest namespace is now available when an extension has the declarativeNetRequestWithHostAccess permission.,,
,16.4,Safari Extensions,Fixed isUrlFilterCaseSensitive declarativeNetRequest rule condition to be false by default.,,
,16.4,Safari Extensions,Fixed tabs.onUpdated getting called on tabs that were already closed.,,
,16.4,Safari Extensions,Fixed background service worker failing to import scripts.,,
,16.4,Safari Extensions,Fixed content scripts not injecting into subframes when extension accesses the page after a navigation.,,
,16.4,Safari Extensions,Fixed CORS issue when doing fetch requests from a background service worker.,,
,16.4,Safari Extensions,Fixed declarativeNetRequest errors not appearing correctly in the extension’s pane of Safari Settings.,,
,16.4,Safari Extensions,Fixed display of extension cookie storage in Web Inspector. Now the extension name is shown instead of a UUID.,,
,16.4,Safari Extensions,Fixed declarativeNetRequest rules not loading when an extension is turned off and then on.,,
,16.4,Safari Extensions,Fixed result of getMatchedRules() to match other browsers.,,
,16.4,Safari Extensions,Fixed browser.webNavigation events firing for hosts where the extension did not have access.,,
,16.4,Safari Extensions,Removed Keyboard Shortcut conflict warnings for browser.commands when there are multiple commands without keyboard shortcuts assigned.,,
,16.4,Scrolling,Added support for smooth key-driven scrolling on macOS.,,
,16.4,Scrolling,Fixed overscroll-behavior: none to prevent overscroll when the page is too small to scroll.,,
,16.4,SVG,Fixed <svg:text> to not auto-wrap.,,
,16.4,SVG,Fixed preserveAspectRatio to stop accepting defer.,,
,16.4,SVG,Fixed SVG.currentScale to only set the page zoom for a standalone SVG.,,
,16.4,SVG,Fixed svgElement.setCurrentTime to restrict floats to finite values.,,
,16.4,SVG,Fixed applying changes to fill with currentColor to other colors via CSS.,,
,16.4,SVG,Fixed changes to the filter property getting ignored.,,
,16.4,SVG,"Fixed CSS and SVG filters resulting in a low quality, pixelated image.",,
,16.4,SVG,Fixed focusability even when tab-to-links is enabled for <svg:a>.,,
,16.4,SVG,Fixed handling animation freezes when repeatDur is not a multiple of dur.,,
,16.4,SVG,Fixed making sure computed values for baseline-shift CSS property use px unit for lengths.,,
,16.4,Tables,"Fixed not forcing display: table-cell, display: inline-table, display: table, and float: none on table cell elements when in quirks mode.",,
,16.4,Tables,Fixed removing the visual border when the table border attribute is removed.,,
,16.4,Text,Added support for font-size-adjust.,,
,16.4,Text,Fixed font-optical-sizing: auto having no effect in Safari 16.,,
,16.4,Text,Fixed directionality of the <bdi> and <input> elements to align with HTML specifications.,,
,16.4,Text,Fixed handling an invalid dir attribute to not affect directionality.,,
,16.4,Text,Fixed the default oblique angle from 20deg to 14deg.,,
,16.4,Text,Fixed the handling of <bdo>.,,
,16.4,Text,Fixed the order of how @font-palette-values override-colors are applied.,,
,16.4,WebAssembly,Added support for WASM SIMD.,,
,16.4,Web Animations,Added animation support for align-tracks and justify-tracks.,,
,16.4,Web Animations,Added support for KeyframeEffect.iterationComposite.,,
,16.4,Web Animations,Added support for animating custom properties.,,
,16.4,Web Animations,Added support for blending of mismatched filter lists.,,
,16.4,Web Animations,Fixed @keyframes rules using an inherit value to update the resolved value when the parent style changes.,,
,16.4,Web Animations,Fixed Animation.commitStyles() triggering a mutation even when the styles are unchanged.,,
,16.4,Web Animations,Fixed Animation.startTime and Animation.currentTime setters support for CSSNumberish values.,,
,16.4,Web Animations,Fixed baseline-shift animation.,,
,16.4,Web Animations,Fixed baselineShift inherited changes.,,
,16.4,Web Animations,Fixed commitStyles() failing to commit a relative line-height value.,,
,16.4,Web Animations,Fixed getKeyframes() serialization of CSS values for an onkeyframe sequence.,,
,16.4,Web Animations,Fixed rotate: x and transform: rotate(x) to yield the same behavior with SVGs.,,
,16.4,Web Animations,Fixed word-spacing to support animating between percentage and fixed values.,,
,16.4,Web Animations,Fixed accounting for non-inherited CSS variables getting interpolated for standard properties on the same element.,,
,16.4,Web Animations,"Fixed accumulating and clamping filter values when blending with ""none"".",,
,16.4,Web Animations,Fixed accumulation support for the filter property.,,
,16.4,Web Animations,Fixed additivity support for the filter property.,,
,16.4,Web Animations,Fixed animation of color list custom properties with iterationComposite.,,
,16.4,Web Animations,Fixed blend transform when iterationComposite is set to accumulate.,,
,16.4,Web Animations,Fixed blending to account for iterationComposite.,,
,16.4,Web Animations,Fixed Calculating computed keyframes for shorthand properties.,,
,16.4,Web Animations,Fixed composite animations to compute blended additive or accumulative keyframes for in-between keyframes.,,
,16.4,Web Animations,Fixed computing the keyTimes index correctly for discrete values animations.,,
,16.4,Web Animations,Fixed CSS animations participation in the cascade.,,
,16.4,Web Animations,Fixed custom properties to support interpolation with a single keyframe.,,
,16.4,Web Animations,Fixed filter values containing a url() should animate discretely.,,
,16.4,Web Animations,Fixed interpolating custom properties to take iterationComposite into account.,,
,16.4,Web Animations,Fixed jittering when animating a rotated image.,,
,16.4,Web Animations,Fixed keyframes to be recomputed if a custom property registration changes.,,
,16.4,Web Animations,Fixed keyframes to be recomputed if the CSS variable used is changed.,,
,16.4,Web Animations,Fixed keyframes to be recomputed when bolder or lighter is used on a font-weight property.,,
,16.4,Web Animations,Fixed keyframes to be recomputed when a parent element changes value for a custom property set to inherit.,,
,16.4,Web Animations,Fixed keyframes to be recomputed when a parent element changes value for a non-inherited property set to inherit.,,
,16.4,Web Animations,Fixed keyframes to be recomputed when the currentcolor value is used on a custom property.,,
,16.4,Web Animations,Fixed keyframes to be recomputed when the currentcolor value is used.,,
,16.4,Web Animations,Fixed opacity to use unclamped values for from and to keyframes with iterationComposite.,,
,16.4,Web Animations,Fixed running a transition on an inherited CSS variable getting reflected on a standard property using that variable as a value.,,
,16.4,Web Animations,Fixed seamlessly updating the playback rate of an animation.,,
,16.4,Web Animations,Fixed setting iterationComposite should invalidate the effect.,,
,16.4,Web Animations,Fixed setting the transition-property to none does not disassociate the CSS Transition from owning the element.,,
,16.4,Web Animations,"Fixed the composite operation of implicit keyframes for CSS Animations to return ""replace"".",,
,16.4,Web Animations,Fixed the timing model for updating animations and sending events.,,
,16.4,Web Animations,Fixed updating timing to invalidate the effect.,,
,16.4,Web API,Added support for 2D-only OffscreenCanvas.,,
,16.4,Web API,Added support for gamepad.vibrationActuator.,,
,16.4,Web API,Added support for a submitter parameter in the FormData constructor.,,
,16.4,Web API,Added support for COEP violation reporting.,,
,16.4,Web API,Added support for COOP/COEP navigation violation reporting.,,
,16.4,Web API,Added support for Fetch Initiator.,,
,16.4,Web API,Added support for Fetch Metadata Request Headers.,,
,16.4,Web API,Added support for importing compressed EC keys in WebCrypto.,,
,16.4,Web API,Added support for loading scripts for nested workers.,,
,16.4,Web API,Added support for non-autofill credential type for the autocomplete attribute.,,
,16.4,Web API,Added support for revoking Blob URLs across same-origin contexts.,,
,16.4,Web API,Added support for Scroll to Text Fragment,,
,16.4,Web API,Added support for Service Workers and Shared Workers to the Permissions API.,,
,16.4,Web API,Added support for the isComposing attribute on InputEvent.,,
,16.4,Web API,Added support for the Compression Streams API.,,
,16.4,Web API,Added support for the Notification API in dedicated workers.,,
,16.4,Web API,Added support for the Reporting API.,,
,16.4,Web API,Added support for the Screen Wake Lock API.,,
,16.4,Web API,Added support for the UserActivation API.,,
,16.4,Web API,"Added support for ScreenOrientation.type, ScreenOrientation.angle, and ScreenOrientation.onchange.",,
,16.4,Web API,Added support for the termination of nested workers.,,
,16.4,Web API,Added support for the unprefixed Fullscreen API on macOS and iPadOS.,,
,16.4,Web API,Added support for transfer size metrics for first parties in ServerTiming and PerformanceResourceTiming.,,
,16.4,Web API,Added support to the Permissions API for dedicated workers.,,
,16.4,Web API,Added support for the messageerror event.,,
,16.4,Web API,Fixed -webkit-user-select: none allowing text to be copied to clipboard.,,
,16.4,Web API,Fixed contentEditable caret getting left aligned instead of centered when the :before pseudo-element is used.,,
,16.4,Web API,Fixed Cross-Origin-Embedder-Policy incorrectly blocking scripts on cache hit.,,
,16.4,Web API,Fixed CSSRule.type to not return values greater than 15.,,
,16.4,Web API,Fixed document.open() to abort all loads when the document is navigating.,,
,16.4,Web API,Fixed document.open() to remove the initial about:blank-ness of the document.,,
,16.4,Web API,Fixed Element.querySelectorAll not obeying element scope with ID.,,
,16.4,Web API,Fixed FileSystemSyncAccessHandle write operation to be quota protected.,,
,16.4,Web API,"Fixed getBoundingClientRect() returning the wrong value for <tr>, <td>, and its descendants for a vertical table.",,
,16.4,Web API,Fixed HTMLOutputElement.htmlFor to make it settable.,,
,16.4,Web API,"Fixed queryCommandValue(""stylewithcss"") to always return an empty string.",,
,16.4,Web API,Fixed StorageEvent.initStorageEvent() to align with HTML specifications.,,
,16.4,Web API,Fixed textContent leaving dir=auto content in the wrong direction.,,
,16.4,Web API,Fixed user-select: initial content within user-select: none should be copied,,
,16.4,Web API,"Fixed WorkerGlobalScope.isSecureContext to be based on the owner’s top URL, not the owner’s URL.",,
,16.4,Web API,Fixed a bug where mousedown without mouseup in a frame prevents a click event in another frame.,,
,16.4,Web API,Fixed a sometimes incorrect location after exiting mouse hover.,,
,16.4,Web API,Fixed accepting image/jpg for compatibility.,,
,16.4,Web API,"Fixed adding a non-breaking space, instead of a plain space, when it is inserted before an empty text node.",,
,16.4,Web API,Fixed behavior of nested click event on a label element with a checkbox.,,
,16.4,Web API,Fixed BroadcastChannel in a SharedWorker when hosted in a cross-origin iframe.,,
,16.4,Web API,"Fixed calculation of direction for text form control elements with dir=""auto"".",,
,16.4,Web API,Fixed canvas fallback content focusability computation.,,
,16.4,Web API,Fixed deleting a button element leaving the button’s style in a contenteditable element.,,
,16.4,Web API,Fixed disconnected <fieldset> elements sometimes incorrectly matching :valid or :invalid selectors.,,
,16.4,Web API,Fixed dragging the mouse over a user-select: none node can begin selection in another node.,,
,16.4,Web API,Fixed ensuring nested workers get controlled if matching a service worker registration.,,
,16.4,Web API,Fixed errors caught and reported for importScripts().,,
,16.4,Web API,Fixed escaping “&” in JavaScript URLs for innerHTML and outerHTML.,,
,16.4,Web API,Fixed EventSource to stop allowing trailing data when parsing a retry delay.,,
,16.4,Web API,Fixed Fetch Request object to keep its Blob URL alive.,,
,16.4,Web API,Fixed filled text on a canvas with a web font refreshing or disappearing.,,
,16.4,Web API,Fixed find on page failing to show results in PDFs.,,
,16.4,Web API,Fixed firing an error event when link preload fails synchronously.,,
,16.4,Web API,Fixed form submissions to cancel JavaScript URL navigations.,,
,16.4,Web API,Fixed handing the onerror content attribute on body and frameset elements.,,
,16.4,Web API,Fixed handling opaque origin Blob URLs.,,
,16.4,Web API,Fixed handling text documents to align to modern HTML specifications.,,
,16.4,Web API,Fixed handling the onerror content attribute on <body> and <frameset> elements.,,
,16.4,Web API,Fixed HTMLTemplateElement to have a shadowRootMode attribute.,,
,16.4,Web API,Fixed including alternate stylesheets in document.styleSheets.,,
,16.4,Web API,Fixed incorrect caret movement in some right-to-left contenteditable elements.,,
,16.4,Web API,Fixed incorrect color for videos loaded in a canvas.,,
,16.4,Web API,Fixed incorrect image srcset candidate chosen for <img> cloned from <template>.,,
,16.4,Web API,Fixed incorrectly ignored X-Frame-Options HTTP headers with an empty value.,,
,16.4,Web API,Fixed lazy loading images sometimes not loading.,,
,16.4,Web API,Fixed link elements to be able to fire more than one load or error event.,,
,16.4,Web API,"Fixed loading Blob URLs with a fragment from opaque, unique origins.",,
,16.4,Web API,Fixed maintaining the original Content-Type header on a 303 HTTP redirect.,,
,16.4,Web API,Fixed module scripts to always decode using UTF-8.,,
,16.4,Web API,Fixed MouseEventInit to take movementX and movementY.,,
,16.4,Web API,Fixed not dispatching a progress event when reading an empty file or blob using the FileReader API.,,
,16.4,Web API,Fixed not replacing the current history item when navigating a cross-origin iframe to the same URL.,,
,16.4,Web API,Fixed overriding the mimetype for an XHR.,,
,16.4,Web API,Fixed parsing of negative age values in CORS prefetch responses.,,
,16.4,Web API,Fixed pasting of the first newline into text area.,,
,16.4,Web API,Fixed preventing selection for generated counters in ordered lists.,,
,16.4,Web API,Fixed Safari frequently using stale cached resources despite using Reload Page From Origin.,,
,16.4,Web API,Fixed scheduling a navigation to a Blob URL to keep the URL alive until the navigation occurs.,,
,16.4,Web API,Fixed sending Basic authentication via XHR using setRequestHeader() when there is an existing session.,,
,16.4,Web API,"Fixed setting style="""" to destroy the element’s inline style.",,
,16.4,Web API,Fixed setting the tabIndex of a non-focusable HTMLElement.,,
,16.4,Web API,Fixed system colors not respecting inherited color-scheme values.,,
,16.4,Web API,Fixed textarea placeholder text not disappearing when text is inserted without a user gesture.,,
,16.4,Web API,Fixed the event.keyIdentifier value for F10 and F11 keys.,,
,16.4,Web API,Fixed the click event to not get suppressed on textarea resize.,,
,16.4,Web API,Fixed the computed value for the transform property with SkewY.,,
,16.4,Web API,Fixed the initialization of color properties.,,
,16.4,Web API,Fixed timing of ResizeObserver and IntersectionObserver to match other browsers.,,
,16.4,Web API,Fixed toggling a details element when a summary element receives a click().,,
,16.4,Web API,Fixed updating Text node children of an option element to not reset the selection of the select element.,,
,16.4,Web API,Fixed using NFC Security Key on iOS.,,
,16.4,Web API,Fixed using WebAuthn credentials registered on iOS 15 if iCloud Keychain is disabled.,,
,16.4,Web API,Fixed WebAuthn sending Attestation as None when requested as Direct.,,
,16.4,Web API,Fixed XHR aborting to align with standards specification,,
,16.4,Web API,Fixed XHR error events to return 0 for loaded and total.,,
,16.4,Web API,Fixed: Made all FileSystemSyncAccessHandle methods synchronous.,,
,16.4,Web API,"Fixed: Removed a gray border while loading images with loading=""lazy"".",,
,16.4,Web API,"Fixed: Removed the precision=""float"" attribute on <input type=""range"">.",,
,16.4,Web Apps,Added support for Web Push in web apps saved to the home screen on iOS.,,
,16.4,Web Apps,"Added support for the ""id"" member in Web App Manifest files.",,
,16.4,Web Apps,Added support for the Badging API.,,
,16.4,Web Apps,Added support for third-party browsers to offer Add to Home Screen from the Share menu.,,
,16.4,WebGL,Added support for display-p3 wide-gamut color space in WebGL canvas.,,
,16.4,WebGL,Added support for WEBGL_clip_cull_distance.,,
,16.4,WebGL,Fixed video textures set to repeat.,,
,16.4,Web Inspector,Added a Badges button to control what badges are shown in the Elements Tab.,,
,16.4,Web Inspector,Added a Path column to the Network Tab.,,
,16.4,Web Inspector,Added a setting to turn off dimming nodes that aren’t visible on the page in the Settings Tab.,,
